crop_type,growth_stage,soil_type,soil_moisture,temperature,humidity,rain_forecast,forecast_rainfall_mm,irrigation_method,disease_context,crop_kc,reference_et0,crop_etc,effective_precipitation_peff,soil_field_capacity,soil_wilting_point,action_code,urgency,water_requirement_mm
Tomato,Vegetative,Sandy,7.8,27.5,27.0,Moderate,7.2,Drip Irrigation,Pepper Bell Bacterial Spot,0.85,4.02,3.42,3.23,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.12
Corn,Fruiting,Black Soil,32.4,19.9,45.3,Moderate,12.7,Drip Irrigation,Tomato Early Blight,1.1,2.14,2.35,7.63,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Tomato,Vegetative,Clay Loam,31.6,31.5,73.7,Low,1.7,Sprinkler (Overhead),Tomato Early Blight,0.85,3.0,2.55,0.0,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Pepper Bell,Flowering,Loamy,36.2,18.6,64.9,None,0.0,Drip Irrigation,Potato Late Blight,1.05,2.0,2.1,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Corn,Vegetative,Loamy,24.5,37.1,93.7,None,0.0,Flood / Surface,Tomato Early Blight,0.85,3.45,2.93,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,2.83
Cotton,Seedling,Loamy,13.4,25.4,20.5,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.45,3.79,1.71,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Seedling,Loamy,15.8,15.0,77.1,None,0.0,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.6,2.0,1.2,0.0,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Soybean,Vegetative,Clay Loam,40.3,24.0,32.2,Low,2.4,Drip Irrigation,None / Healthy,0.7,3.18,2.23,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Vegetative,Loamy,27.4,37.6,86.1,Low,3.4,Drip Irrigation,None / Healthy,0.75,3.51,2.63,0.19,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Vegetative,Sandy,12.9,24.8,45.4,Low,1.8,Drip Irrigation,None / Healthy,0.7,2.97,2.08,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.12
Sugarcane,Seedling,Sandy,21.3,23.4,88.5,Low,2.2,Drip Irrigation,None / Healthy,0.45,2.0,0.9,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Flowering,Black Soil,49.7,40.2,36.0,Moderate,12.1,Flood / Surface,None / Healthy,1.15,6.27,7.21,7.19,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Potato,Flowering,Sandy,12.8,15.6,67.5,Moderate,17.1,Sprinkler (Overhead),None / Healthy,1.15,2.0,2.3,11.21,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Maturity,Sandy,15.5,30.6,51.9,Moderate,12.0,Drip Irrigation,None / Healthy,0.8,3.72,2.98,7.09,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Potato,Flowering,Clay Loam,29.8,38.8,39.8,Low,2.6,Flood / Surface,None / Healthy,1.15,5.78,6.65,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,5.5
Rice,Flowering,Loamy,26.8,16.8,46.5,Moderate,7.5,Sprinkler (Overhead),None / Healthy,1.25,2.0,2.5,3.52,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Corn,Vegetative,Clay Loam,26.1,37.8,72.7,Moderate,9.7,Sub-surface Drip,None / Healthy,0.85,3.9,3.31,5.24,34.0,18.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Corn,Maturity,Sandy,25.9,15.9,73.7,None,0.0,Sprinkler (Overhead),None / Healthy,0.6,2.0,1.2,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Seedling,Black Soil,38.6,26.5,35.2,None,0.0,Flood / Surface,None / Healthy,0.4,3.57,1.43,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Flowering,Sandy Loam,22.8,23.7,44.7,None,0.0,Drip Irrigation,None / Healthy,1.2,2.78,3.34,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Rice,Vegetative,Loamy,22.1,37.2,32.3,None,0.0,Drip Irrigation,None / Healthy,1.15,5.83,6.7,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,5.5
Soybean,Fruiting,Sandy Loam,11.4,18.5,46.0,Moderate,7.6,Drip Irrigation,Tomato Target Spot,1.05,2.0,2.1,3.59,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Vegetative,Black Soil,32.1,29.1,55.8,High,23.1,Drip Irrigation,None / Healthy,0.75,3.33,2.5,15.98,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Vegetative,Loamy,10.8,20.2,46.1,Moderate,8.8,Flood / Surface,None / Healthy,0.85,2.17,1.84,4.54,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Fruiting,Clay Loam,40.0,31.5,52.7,Low,3.7,Drip Irrigation,None / Healthy,1.15,3.83,4.4,0.42,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Vegetative,Black Soil,44.1,32.4,78.0,None,0.0,Flood / Surface,None / Healthy,0.8,2.96,2.37,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Vegetative,Clay Loam,34.4,39.2,29.9,Low,4.2,Drip Irrigation,None / Healthy,0.85,6.39,5.43,0.83,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Corn,Maturity,Sandy Loam,31.5,22.4,49.0,High,33.1,Sprinkler (Overhead),None / Healthy,0.6,2.47,1.48,23.96,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Vegetative,Black Soil,18.7,30.7,51.4,None,0.0,Sub-surface Drip,None / Healthy,0.8,3.76,3.01,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.76
Wheat,Vegetative,Sandy,11.5,15.2,84.5,None,0.0,Drip Irrigation,None / Healthy,0.75,2.0,1.5,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.5
Soybean,Seedling,Black Soil,23.6,25.9,58.0,None,0.0,Flood / Surface,None / Healthy,0.4,2.76,1.1,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Seedling,Loamy,22.4,41.9,69.0,Low,4.5,Sprinkler (Overhead),None / Healthy,0.4,4.71,1.88,1.11,28.0,14.0,MAINTENANCE_DRIP,Normal,1.96
Tomato,Vegetative,Loamy,22.7,18.7,25.2,None,0.0,Drip Irrigation,None / Healthy,0.85,2.31,1.96,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,1.82
Cotton,Vegetative,Clay Loam,31.9,27.9,53.6,Moderate,11.4,Sprinkler (Overhead),None / Healthy,0.75,3.21,2.41,6.6,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Rice,Maturity,Sandy Loam,18.0,20.6,77.3,None,0.0,Drip Irrigation,None / Healthy,0.95,2.0,1.9,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.08
Potato,Flowering,Clay Loam,29.4,28.6,89.6,None,0.0,Drip Irrigation,None / Healthy,1.15,2.42,2.78,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,3.03
Potato,Vegetative,Loamy,21.5,23.4,88.9,None,0.0,Drip Irrigation,None / Healthy,0.8,2.0,1.6,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,1.74
Cotton,Flowering,Sandy Loam,12.7,25.1,49.1,Low,2.9,Drip Irrigation,None / Healthy,1.2,2.89,3.47,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,4.21
Rice,Maturity,Loamy,10.9,37.3,30.0,Low,5.5,Drip Irrigation,None / Healthy,0.95,5.96,5.66,1.94,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Corn,Flowering,Loamy,22.4,31.2,36.2,Low,5.2,Drip Irrigation,None / Healthy,1.2,4.42,5.3,1.62,28.0,14.0,MAINTENANCE_DRIP,Normal,5.31
Tomato,Flowering,Loamy,22.5,16.7,56.7,Low,4.7,Drip Irrigation,Potato Late Blight,1.15,2.0,2.3,1.3,28.0,14.0,MAINTENANCE_DRIP,Normal,2.55
Tomato,Vegetative,Sandy Loam,16.8,33.3,58.4,High,27.3,Sprinkler (Overhead),None / Healthy,0.85,3.9,3.31,19.34,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Flowering,Black Soil,39.4,14.1,40.3,Low,3.5,Drip Irrigation,Tomato Target Spot,1.2,2.0,2.4,0.29,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Flowering,Loamy,28.3,28.8,33.2,Low,2.3,Sprinkler (Overhead),Tomato Target Spot,1.05,4.08,4.28,0.0,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Seedling,Black Soil,34.7,24.5,47.6,Moderate,16.2,Sprinkler (Overhead),None / Healthy,0.4,2.84,1.14,10.45,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Maturity,Loamy,13.8,23.1,38.7,None,0.0,Drip Irrigation,None / Healthy,0.8,2.84,2.27,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Flowering,Loamy,24.1,39.8,49.4,Low,1.0,Flood / Surface,None / Healthy,1.05,5.46,5.73,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,5.5
Sugarcane,Vegetative,Sandy Loam,7.0,34.5,70.1,Moderate,9.2,Drip Irrigation,None / Healthy,0.85,3.57,3.03,4.87,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.82
Corn,Maturity,Loamy,38.7,38.9,62.2,None,0.0,Drip Irrigation,None / Healthy,0.6,4.62,2.77,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Potato,Maturity,Sandy,16.6,26.9,28.2,None,0.0,Sprinkler (Overhead),None / Healthy,0.75,3.86,2.9,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Flowering,Black Soil,39.9,21.7,90.8,None,0.0,Drip Irrigation,None / Healthy,1.25,2.0,2.5,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Maturity,Sandy,4.3,20.9,61.8,Moderate,16.3,Sprinkler (Overhead),None / Healthy,0.55,2.0,1.1,10.52,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Flowering,Loamy,23.4,35.6,54.5,None,0.0,Drip Irrigation,Tomato Yellow Leaf Curl Virus,1.15,4.45,5.12,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,5.29
Rice,Fruiting,Loamy,26.0,25.6,55.0,Low,3.2,Sprinkler (Overhead),Pepper Bell Bacterial Spot,1.2,2.81,3.37,0.09,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Seedling,Sandy,8.8,40.9,74.9,None,0.0,Drip Irrigation,Pepper Bell Bacterial Spot,0.4,4.22,1.69,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Seedling,Sandy,15.3,16.4,81.7,Moderate,9.4,Drip Irrigation,None / Healthy,0.6,2.0,1.2,5.03,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Fruiting,Clay Loam,16.9,32.1,58.9,None,0.0,Drip Irrigation,None / Healthy,1.1,3.69,4.06,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,5.01
Cotton,Fruiting,Sandy Loam,14.4,28.1,52.1,Moderate,14.5,Drip Irrigation,None / Healthy,0.85,3.3,2.8,9.09,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Vegetative,Black Soil,19.7,31.6,21.2,High,34.6,Drip Irrigation,Tomato Early Blight,0.75,5.1,3.82,25.16,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,4.76
Pepper Bell,Maturity,Black Soil,33.0,26.3,85.6,Moderate,12.2,Drip Irrigation,None / Healthy,0.85,2.14,1.82,7.29,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Cotton,Seedling,Sandy Loam,33.4,36.0,85.7,None,0.0,Drip Irrigation,None / Healthy,0.45,3.32,1.49,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Rice,Fruiting,Clay Loam,46.4,30.7,87.4,Low,4.3,Drip Irrigation,None / Healthy,1.2,2.66,3.19,0.91,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Fruiting,Sandy,13.6,32.4,94.7,Moderate,17.1,Drip Irrigation,Tomato Target Spot,0.85,2.87,2.44,11.16,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Seedling,Sandy Loam,18.8,18.4,54.2,None,0.0,Sprinkler (Overhead),None / Healthy,0.4,2.0,0.8,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.5
Wheat,Seedling,Sandy,4.4,22.2,52.5,None,0.0,Sprinkler (Overhead),Potato Late Blight,0.4,2.36,0.94,0.0,15.0,6.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Sugarcane,Flowering,Sandy Loam,10.0,40.5,70.1,Low,5.3,Drip Irrigation,None / Healthy,1.25,4.44,5.55,1.76,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Wheat,Maturity,Sandy Loam,10.0,32.1,20.1,Low,4.9,Drip Irrigation,None / Healthy,0.35,5.25,1.84,1.44,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Seedling,Black Soil,27.5,38.3,25.4,Low,4.3,Sub-surface Drip,None / Healthy,1.05,6.42,6.74,0.92,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Soybean,Maturity,Black Soil,21.4,30.3,52.0,None,0.0,Sub-surface Drip,None / Healthy,0.5,3.67,1.83,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Maturity,Sandy,15.4,35.1,33.6,Low,4.5,Drip Irrigation,Potato Late Blight,0.8,5.33,4.26,1.09,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Rice,Flowering,Loamy,13.8,28.0,83.0,None,0.0,Drip Irrigation,None / Healthy,1.25,2.35,2.94,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.6
Wheat,Seedling,Black Soil,35.4,34.8,61.6,Moderate,16.4,Sub-surface Drip,None / Healthy,0.4,3.99,1.6,10.61,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Potato,Fruiting,Black Soil,35.2,40.7,55.0,None,0.0,Drip Irrigation,None / Healthy,1.15,5.3,6.09,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,5.5
Sugarcane,Flowering,Sandy Loam,9.0,41.3,35.5,None,0.0,Drip Irrigation,None / Healthy,1.25,6.54,8.18,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Sugarcane,Seedling,Black Soil,37.3,19.8,48.1,None,0.0,Drip Irrigation,None / Healthy,0.45,2.08,0.94,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Rice,Fruiting,Clay Loam,26.9,30.1,77.6,None,0.0,Drip Irrigation,None / Healthy,1.2,2.68,3.22,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,3.17
Wheat,Fruiting,Black Soil,43.6,32.0,49.9,None,0.0,Flood / Surface,Tomato Early Blight,0.85,4.04,3.43,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Maturity,Sandy Loam,11.8,18.7,82.6,Low,1.2,Sprinkler (Overhead),None / Healthy,0.7,2.0,1.4,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Maturity,Black Soil,29.2,22.5,58.3,High,26.2,Drip Irrigation,None / Healthy,0.95,2.25,2.14,18.47,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Vegetative,Black Soil,39.8,27.8,44.8,None,0.0,Drip Irrigation,Tomato Yellow Leaf Curl Virus,0.75,3.48,2.61,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Fruiting,Sandy,7.1,29.2,40.0,Low,1.9,Drip Irrigation,Tomato Early Blight,0.85,3.91,3.32,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.05
Wheat,Fruiting,Black Soil,50.6,40.8,76.4,Moderate,12.0,Sprinkler (Overhead),None / Healthy,0.85,4.13,3.51,7.1,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Flowering,Clay Loam,35.8,28.9,43.2,Low,1.2,Drip Irrigation,None / Healthy,1.2,3.74,4.49,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Potato,Maturity,Loamy,21.0,28.8,70.8,High,37.2,Drip Irrigation,None / Healthy,0.75,2.76,2.07,27.27,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Vegetative,Loamy,18.6,33.2,34.9,Low,2.9,Sub-surface Drip,None / Healthy,0.75,4.87,3.65,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.86
Tomato,Fruiting,Sandy,7.0,30.0,54.7,Low,5.3,Drip Irrigation,None / Healthy,1.2,3.51,4.21,1.78,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,5.18
Pepper Bell,Vegetative,Loamy,12.9,41.2,89.5,Moderate,16.9,Flood / Surface,None / Healthy,0.8,3.98,3.18,10.99,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.21
Wheat,Seedling,Loamy,23.9,41.8,45.9,None,0.0,Drip Irrigation,None / Healthy,0.4,6.04,2.42,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,2.37
Rice,Fruiting,Loamy,16.1,20.7,66.1,Low,2.2,Sprinkler (Overhead),None / Healthy,1.2,2.0,2.4,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Maturity,Loamy,19.3,33.2,43.8,None,0.0,Flood / Surface,Tomato Septoria Leaf Spot,0.8,4.49,3.59,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.29
Sugarcane,Flowering,Sandy Loam,15.5,36.1,92.8,None,0.0,Drip Irrigation,Tomato Target Spot,1.25,3.33,4.16,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,4.38
Sugarcane,Flowering,Sandy Loam,8.9,34.8,36.4,Moderate,16.3,Drip Irrigation,Tomato Target Spot,1.25,5.14,6.42,10.51,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Wheat,Maturity,Sandy,16.7,20.1,74.4,High,37.1,Drip Irrigation,None / Healthy,0.35,2.0,0.7,27.18,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Flowering,Sandy,11.3,23.9,89.1,Low,3.6,Flood / Surface,None / Healthy,1.2,2.0,2.4,0.35,15.0,6.0,MAINTENANCE_DRIP,Normal,2.3
Corn,Flowering,Loamy,22.1,18.5,28.7,Low,3.8,Sprinkler (Overhead),None / Healthy,1.2,2.21,2.65,0.56,28.0,14.0,MAINTENANCE_DRIP,Normal,2.82
Tomato,Flowering,Sandy Loam,23.7,19.4,54.4,None,0.0,Drip Irrigation,None / Healthy,1.15,2.0,2.3,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Seedling,Clay Loam,31.4,31.6,20.5,None,0.0,Drip Irrigation,Tomato Early Blight,0.45,5.12,2.3,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Fruiting,Clay Loam,26.6,32.8,57.6,Moderate,7.7,Drip Irrigation,None / Healthy,1.2,3.86,4.63,3.69,34.0,18.0,MAINTENANCE_DRIP,Normal,4.76
Cotton,Flowering,Clay Loam,14.2,28.6,53.1,Low,3.5,Drip Irrigation,None / Healthy,1.2,3.35,4.02,0.29,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,5.23
Potato,Vegetative,Clay Loam,29.9,31.1,80.5,Moderate,13.0,Sub-surface Drip,Tomato Yellow Leaf Curl Virus,0.8,2.71,2.17,7.87,34.0,18.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Soybean,Vegetative,Black Soil,33.3,23.2,30.5,Moderate,16.5,Flood / Surface,None / Healthy,0.7,3.06,2.14,10.71,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Maturity,Sandy,7.6,18.9,82.7,Moderate,16.0,Drip Irrigation,None / Healthy,0.7,2.0,1.4,10.32,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Maturity,Clay Loam,32.2,23.9,27.6,None,0.0,Drip Irrigation,None / Healthy,0.5,3.28,1.64,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Seedling,Sandy Loam,11.4,31.8,59.7,Moderate,9.4,Drip Irrigation,None / Healthy,0.6,3.6,2.16,5.01,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Vegetative,Sandy Loam,8.2,16.0,66.1,Low,4.7,Drip Irrigation,None / Healthy,0.8,2.0,1.6,1.25,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Vegetative,Sandy Loam,21.4,20.7,71.0,Low,3.3,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.8,2.0,1.6,0.17,22.0,10.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Tomato,Seedling,Sandy Loam,13.2,38.3,81.1,None,0.0,Sprinkler (Overhead),None / Healthy,0.6,3.6,2.16,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Fruiting,Sandy,5.2,25.7,64.3,None,0.0,Sprinkler (Overhead),Tomato Early Blight,1.2,2.55,3.06,0.0,15.0,6.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Soybean,Fruiting,Sandy,11.2,31.6,28.2,Low,2.4,Flood / Surface,None / Healthy,1.05,4.83,5.07,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,4.93
Wheat,Flowering,Sandy Loam,15.5,22.6,82.4,None,0.0,Sub-surface Drip,None / Healthy,1.15,2.0,2.3,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.17
Soybean,Seedling,Loamy,16.7,35.0,63.0,Low,4.5,Drip Irrigation,None / Healthy,0.4,3.96,1.58,1.1,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Seedling,Loamy,20.6,20.1,41.5,None,0.0,Drip Irrigation,Potato Late Blight,0.45,2.25,1.01,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,1.5
Sugarcane,Flowering,Sandy,15.9,32.5,27.8,None,0.0,Drip Irrigation,None / Healthy,1.25,5.03,6.29,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Seedling,Loamy,25.2,24.5,90.3,Low,2.1,Drip Irrigation,Tomato Yellow Leaf Curl Virus,0.45,2.0,0.9,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Rice,Fruiting,Sandy Loam,22.6,19.7,88.3,None,0.0,Drip Irrigation,None / Healthy,1.2,2.0,2.4,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Loamy,22.6,36.9,29.5,Low,3.1,Flood / Surface,None / Healthy,0.4,5.9,2.36,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,2.45
Rice,Fruiting,Sandy,15.3,29.2,70.1,High,28.7,Sub-surface Drip,None / Healthy,1.2,2.84,3.41,20.48,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Maturity,Sandy Loam,21.5,29.4,57.1,Low,5.3,Drip Irrigation,None / Healthy,0.5,3.34,1.67,1.71,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Potato,Fruiting,Loamy,25.4,37.5,48.7,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,5.07,5.83,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Flowering,Sandy Loam,17.4,31.6,45.6,None,0.0,Drip Irrigation,None / Healthy,1.05,4.13,4.34,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,4.0
Potato,Maturity,Sandy Loam,31.2,38.3,29.4,Moderate,17.6,Flood / Surface,None / Healthy,0.75,6.21,4.66,11.58,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Seedling,Sandy,4.0,19.8,33.6,None,0.0,Sprinkler (Overhead),None / Healthy,0.4,2.35,0.94,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Vegetative,Loamy,23.6,39.7,50.1,None,0.0,Drip Irrigation,None / Healthy,0.85,5.4,4.59,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,4.76
Tomato,Seedling,Black Soil,34.2,33.8,70.0,Low,2.3,Sprinkler (Overhead),None / Healthy,0.6,3.48,2.09,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.09
Corn,Seedling,Sandy,10.4,25.9,52.3,Low,3.4,Drip Irrigation,None / Healthy,0.4,2.93,1.17,0.25,15.0,6.0,MAINTENANCE_DRIP,Normal,1.5
Pepper Bell,Seedling,Clay Loam,43.7,40.2,93.0,None,0.0,Flood / Surface,None / Healthy,0.6,3.85,2.31,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Rice,Flowering,Sandy Loam,17.1,21.7,61.5,Moderate,9.7,Sprinkler (Overhead),None / Healthy,1.25,2.06,2.58,5.25,22.0,10.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Cotton,Vegetative,Sandy,11.4,29.4,39.3,Low,5.6,Drip Irrigation,None / Healthy,0.75,3.97,2.98,1.97,15.0,6.0,MAINTENANCE_DRIP,Normal,2.9
Soybean,Maturity,Clay Loam,37.5,14.0,52.8,High,19.8,Drip Irrigation,Tomato Early Blight,0.5,2.0,1.0,13.32,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Flowering,Sandy,13.5,14.5,72.7,Moderate,8.9,Sprinkler (Overhead),None / Healthy,1.15,2.0,2.3,4.66,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Rice,Maturity,Black Soil,31.0,28.2,60.0,None,0.0,Drip Irrigation,None / Healthy,0.95,3.05,2.9,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,2.97
Potato,Seedling,Clay Loam,22.5,21.6,25.3,Moderate,12.6,Drip Irrigation,Tomato Target Spot,0.5,2.89,1.45,7.59,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Fruiting,Sandy Loam,29.6,32.3,74.4,None,0.0,Sub-surface Drip,None / Healthy,1.1,3.09,3.4,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Flowering,Clay Loam,29.5,18.0,53.8,Low,4.4,Flood / Surface,Pepper Bell Bacterial Spot,1.15,2.0,2.3,1.02,34.0,18.0,MAINTENANCE_DRIP,Normal,2.21
Pepper Bell,Fruiting,Clay Loam,27.4,23.6,79.0,Moderate,14.2,Drip Irrigation,None / Healthy,1.1,2.0,2.2,8.84,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Maturity,Sandy,22.4,29.8,41.9,None,0.0,Flood / Surface,None / Healthy,0.7,3.96,2.77,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
